area,inmueble,latitud,longitud,url,valor_publicado,fecha_registro,comprado,valor_compra,financiado,renta,fecha_compra,cuota
5000,Finca Campestre Con Excelente Vista A 15 Minutos De Marinilla,6.1749621,-75.3354937,https://inmueble.mercadolibre.com.co/MCO-1282570637-finca-campestre-con-excelente-vista-a-15-minutos-de-marinilla-_JM#position=40&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,440000000,12/04/2023,False,0,0,0,01/01/2000,0
67,La Tranquilidad Te Espera En Marinilla! Apartamento En Venta,6.1676621,-75.3340296,https://apartamento.mercadolibre.com.co/MCO-1321496550-la-tranquilidad-te-espera-en-marinilla-apartamento-en-venta-_JM#position=29&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,266000000,12/04/2023,False,0,0,0,01/01/2000,0
15000,Venta Finca Marinilla Independiente,6.1792146,-75.303748,https://inmueble.mercadolibre.com.co/MCO-1282031021-venta-finca-marinilla-independiente-_JM#position=37&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1900000000,12/04/2023,False,0,0,0,01/01/2000,0
785,Hermosa Finca Campestre Con Apartamento Independiente En Marinilla,6.1435049,-75.3225016,https://inmueble.mercadolibre.com.co/MCO-1282455627-hermosa-finca-campestre-con-apartamento-independiente-en-marinilla-_JM#position=34&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,480000000,12/04/2023,False,0,0,0,01/01/2000,0
220000,Lote En Venta En Marinilla,6.1731064,-75.3378851,https://lote-casalote.mercadolibre.com.co/MCO-979547349-lote-en-venta-en-marinilla-_JM#position=32&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,2399000000,12/04/2023,False,0,0,0,01/01/2000,0
282,Lote Urbano Marinilla,6.1771233,-75.3556089,https://lote-casalote.mercadolibre.com.co/MCO-1405768494-lote-urbano-marinilla-_JM#position=30&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,350000000,12/04/2023,False,0,0,0,01/01/2000,0
3500,Hermoso Lote En Marinilla ( En Parcelación),6.1731064,-75.3378851,https://lote-casalote.mercadolibre.com.co/MCO-950468840-hermoso-lote-en-marinilla-en-parcelacion-_JM#position=26&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,359000000,12/04/2023,False,0,0,0,01/01/2000,0
10000,Vendo Finca En Marinilla,6.1997762,-75.2858734,https://inmueble.mercadolibre.com.co/MCO-979264935-vendo-finca-en-marinilla-_JM#position=28&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,800000000,12/04/2023,False,0,0,0,01/01/2000,0
135,Apartamento Piso Sector María Auxiliadora 135 M2 Aprox,6.176056,-75.3401191,https://apartamento.mercadolibre.com.co/MCO-1274657201-apartamento-piso-sector-maria-auxiliadora-135-m2-aprox-_JM#position=27&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,565000000,12/04/2023,False,0,0,0,01/01/2000,0
3914,Casa Finca En Marinilla Antioquia Campestre,6.1731064,-75.3378851,https://inmueble.mercadolibre.com.co/MCO-1275429489-casa-finca-en-marinilla-antioquia-campestre-_JM#position=22&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,620000000,12/04/2023,False,0,0,0,01/01/2000,0
3335,Casa Finca Moderna En Vereda El Chagualo Marinilla,6.1793765,-75.332958,https://inmueble.mercadolibre.com.co/MCO-1265681807-casa-finca-moderna-en-vereda-el-chagualo-marinilla-_JM#position=15&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1200000000,12/04/2023,False,0,0,0,01/01/2000,0
5700,Casa Finca Vereda Poso En Proindiviso Cerca Al Peñol,6.2110709,-75.2702904,https://inmueble.mercadolibre.com.co/MCO-1265682349-casa-finca-vereda-poso-en-proindiviso-cerca-al-penol-_JM#position=17&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1200000000,12/04/2023,False,0,0,0,01/01/2000,0
38770000.0,Lote Marinilla,6.1688211,-75.3387189,https://lote-casalote.mercadolibre.com.co/MCO-1332490286-lote-marinilla-_JM#position=23&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,300000000,12/04/2023,False,0,0,0,01/01/2000,0
6401,Lotes En Venta Marinilla 643-6620,6.176254,-75.3468115,https://lote-casalote.mercadolibre.com.co/MCO-968802643-lotes-en-venta-marinilla-643-6620-_JM#position=19&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,350000000,12/04/2023,False,0,0,0,01/01/2000,0
3550,"Venta Casa En Marinilla Antioquia, Moderna.",6.1371729,-75.3118649,https://casa.mercadolibre.com.co/MCO-1085617751-venta-casa-en-marinilla-antioquia-moderna-_JM#position=12&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1080000000,12/04/2023,False,0,0,0,01/01/2000,0
38400,Venta De Finca Vereda Llanadas Marinilla,6.2185118,-75.3215672,https://inmueble.mercadolibre.com.co/MCO-1255643032-venta-de-finca-vereda-llanadas-marinilla-_JM#position=14&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,4000000000,12/04/2023,False,0,0,0,01/01/2000,0
3550,"Venta Casa  En Marinilla Antioquia,  Moderna, Independiente",6.1371729,-75.3118649,https://casa.mercadolibre.com.co/MCO-1091742883-venta-casa-en-marinilla-antioquia-moderna-independiente-_JM#position=11&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1080000000,12/04/2023,False,0,0,0,01/01/2000,0
1000,Lotes Con Escrituras En Proindiviso A 20 Minutos De Marinilla,7.21227,-75.81052,https://lote-casalote.mercadolibre.com.co/MCO-1282455575-lotes-con-escrituras-en-proindiviso-a-20-minutos-de-marinilla-_JM#position=8&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,55000000,12/04/2023,False,0,0,0,01/01/2000,0
1014,Venta Hermosa Casa En Marinilla Alcaravanes,6.1747591,-75.3484454,https://casa.mercadolibre.com.co/MCO-986295782-venta-hermosa-casa-en-marinilla-alcaravanes-_JM#position=18&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1320000000,12/04/2023,False,0,0,0,01/01/2000,0
10000,Lote Con Escrituras En Proindiviso En Marinilla Con Excelente Vista,7.21227,-75.81052,https://lote-casalote.mercadolibre.com.co/MCO-1282480095-lote-con-escrituras-en-proindiviso-en-marinilla-con-excelente-vista-_JM#position=9&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,71000000,12/04/2023,False,0,0,0,01/01/2000,0
13000,"Venta Y/o Arriendo Finca El Porvenir, Marinilla, Antioquia",6.1731064,-75.3378851,https://inmueble.mercadolibre.com.co/MCO-1316641842-venta-yo-arriendo-finca-el-porvenir-marinilla-antioquia-_JM#position=20&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1100000000,12/04/2023,False,0,0,0,01/01/2000,0
10000.0,Vendo Finca En Marinillla A 10 Minutos Del Parque,6.2186542,-75.2834783,https://inmueble.mercadolibre.com.co/MCO-1274612875-vendo-finca-en-marinillla-a-10-minutos-del-parque-_JM#position=25&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,1200000000,12/04/2023,False,0,0,0,01/01/2000,0
5000,Finca En Venta En Marinilla Marinilla. Cod 119015743,6.173,-75.33816,https://inmueble.mercadolibre.com.co/MCO-899812989-finca-en-venta-en-marinilla-marinilla-cod-119015743-_JM#position=10&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,600000000,12/04/2023,False,0,0,0,01/01/2000,0
1000,Cabaña Con Escrituras  Proindiviso A 20 Minutos Del Casco De Marínilla,7.21227,-75.81052,https://inmueble.mercadolibre.com.co/MCO-1282544705-cabana-con-escrituras-proindiviso-a-20-minutos-del-casco-de-marinilla-_JM#position=2&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,145000000,12/04/2023,False,0,0,0,01/01/2000,0
15000,Lotes Con Escrituras En Proindiviso Y Aguas Propias En Marínilla,7.21227,-75.81052,https://lote-casalote.mercadolibre.com.co/MCO-1282570609-lotes-con-escrituras-en-proindiviso-y-aguas-propias-en-marinilla-_JM#position=5&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,75000000,12/04/2023,False,0,0,0,01/01/2000,0
2000,Lotes Planos En Marinilla Vereda Cascajo A 10 De La Autopista Med/bog,6.175228,-75.33292,https://lote-casalote.mercadolibre.com.co/MCO-1282468449-lotes-planos-en-marinilla-vereda-cascajo-a-10-de-la-autopista-medbog-_JM#position=6&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,275000000,12/04/2023,False,0,0,0,01/01/2000,0
5372,Espectacular Finca En Marinilla,6.1731064,-75.3378851,https://inmueble.mercadolibre.com.co/MCO-887252855-espectacular-finca-en-marinilla-_JM#position=16&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,700000000,12/04/2023,False,0,0,0,01/01/2000,0
20,Lotes Planos Con Aguas  A 20 Minutos Del Casco Urbano De Marinilla,7.21227,-75.81052,https://lote-casalote.mercadolibre.com.co/MCO-1282468443-lotes-planos-con-aguas-a-20-minutos-del-casco-urbano-de-marinilla-_JM#position=4&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,71000000,12/04/2023,False,0,0,0,01/01/2000,0
2100,Finca Campestre  En Marinilla Vereda Cascajo Con Topografía Plana,6.1752121,-75.3328607,https://inmueble.mercadolibre.com.co/MCO-1282506091-finca-campestre-en-marinilla-vereda-cascajo-con-topografia-plana-_JM#position=1&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,525000000,12/04/2023,False,0,0,0,01/01/2000,0
2000,Lotes Campestre Plano Entre Marinilla Y Ríonegro Antioquia,6.1767656,-75.3452322,https://lote-casalote.mercadolibre.com.co/MCO-1282518887-lotes-campestre-plano-entre-marinilla-y-rionegro-antioquia-_JM#position=3&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,290000000,12/04/2023,False,0,0,0,01/01/2000,0
1000,Lotes Planos Con Escrituras  Proindiviso Marínilla Vereda La Asunción,7.21227,-75.81052,https://lote-casalote.mercadolibre.com.co/MCO-1282570621-lotes-planos-con-escrituras-proindiviso-marinilla-vereda-la-asuncion-_JM#position=7&search_layout=grid&type=item&tracking_id=1fd798a3-3863-4d7a-bb3a-b2ac8958bb6e,71000000,12/04/2023,False,0,0,0,01/01/2000,0
6400,Lote En Rionegro,6.1490188,-75.3789523,https://lote-casalote.mercadolibre.com.co/MCO-887234575-lote-en-rionegro-_JM#position=43&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,450000000,12/04/2023,False,0,0,0,01/01/2000,0
6000,"Vendo Moderna Finca En Llanogrande, Sector Pontezuela, Ubicación Tranquila, De Fácil Acceso",6.0813437,-75.418351,https://inmueble.mercadolibre.com.co/MCO-1173431042-vendo-moderna-finca-en-llanogrande-sector-pontezuela-ubicacion-tranquila-de-facil-acceso-_JM#position=41&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,2500000000,12/04/2023,False,0,0,0,01/01/2000,0
1550,Casas En Venta Llano Grande 643-6522,6.1214589,-75.4277788,https://casa.mercadolibre.com.co/MCO-968802680-casas-en-venta-llano-grande-643-6522-_JM#position=45&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,2650000000,12/04/2023,False,0,0,0,01/01/2000,0
6000,Vendo Finca En San Antonio De Pereira,6.132033,-75.3670825,https://inmueble.mercadolibre.com.co/MCO-979226856-vendo-finca-en-san-antonio-de-pereira-_JM#position=40&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1900000000,12/04/2023,False,0,0,0,01/01/2000,0
155,Apartamento En Venta Cimarronas 1074-816,6.1495685,-75.3862921,https://apartamento.mercadolibre.com.co/MCO-909257324-apartamento-en-venta-cimarronas-1074-816-_JM#position=42&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,245000000,12/04/2023,False,0,0,0,01/01/2000,0
10800,"Finca En Venta , Rionegro, A 10 Minutos Del Aeropuerto, Con Pesebreras",6.166497,-75.4408836,https://inmueble.mercadolibre.com.co/MCO-1270609852-finca-en-venta-rionegro-a-10-minutos-del-aeropuerto-con-pesebreras-_JM#position=44&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1800000000,12/04/2023,False,0,0,0,01/01/2000,0
162,Se Vende Casa Para Estrenar En Llano Grande,6.1277966,-75.3954792,https://casa.mercadolibre.com.co/MCO-1107873222-se-vende-casa-para-estrenar-en-llano-grande-_JM#position=30&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,790000000,12/04/2023,False,0,0,0,01/01/2000,0
2500,Se Vende Hermosa Casa Ubicada En San Antonio De Pereira,6.130047,-75.3802489,https://casa.mercadolibre.com.co/MCO-1205239558-se-vende-hermosa-casa-ubicada-en-san-antonio-de-pereira-_JM#position=39&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1500000000,12/04/2023,False,0,0,0,01/01/2000,0
264,"Casa, En Venta Urbanización Villas De San Nicolás, Rionegro",6.1453034,-75.3778694,https://casa.mercadolibre.com.co/MCO-1266667534-casa-en-venta-urbanizacion-villas-de-san-nicolas-rionegro-_JM#position=37&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,628000000,12/04/2023,False,0,0,0,01/01/2000,0
20000,"Venta Lote De Terreno En Rionegro, La Mosquita, Independiente",6.2015502,-75.4300578,https://lote-casalote.mercadolibre.com.co/MCO-1086458334-venta-lote-de-terreno-en-rionegro-la-mosquita-independiente-_JM#position=36&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,3200000000,12/04/2023,False,0,0,0,01/01/2000,0
53,Se Vende Apartamento En Rionegro Sector Porvenir En Obra Gris,6.1528285,-75.390575,https://apartamento.mercadolibre.com.co/MCO-1213226887-se-vende-apartamento-en-rionegro-sector-porvenir-en-obra-gris-_JM#position=33&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,200000000,12/04/2023,False,0,0,0,01/01/2000,0
6666,"Venta Lote De Terreno En El Tablazo Rionegro, Antioquia",6.1644977,-75.4434671,https://lote-casalote.mercadolibre.com.co/MCO-1029203163-venta-lote-de-terreno-en-el-tablazo-rionegro-antioquia-_JM#position=29&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1300000000,12/04/2023,False,0,0,0,01/01/2000,0
210,Casas En Venta El Porvenir 1074-413,6.1475348,-75.3897306,https://casa.mercadolibre.com.co/MCO-831335602-casas-en-venta-el-porvenir-1074-413-_JM#position=28&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,550000000,12/04/2023,False,0,0,0,01/01/2000,0
3500,Encantadora Finca En Venta Rionegro,6.1490188,-75.3789523,https://inmueble.mercadolibre.com.co/MCO-965613526-encantadora-finca-en-venta-rionegro-_JM#position=25&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1300000000,12/04/2023,False,0,0,0,01/01/2000,0
233,Local En Venta En Rionegro,6.152758,-75.3748798,https://inmueble.mercadolibre.com.co/MCO-879354611-local-en-venta-en-rionegro-_JM#position=38&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1660000000,12/04/2023,False,0,0,0,01/01/2000,0
79,Apartamento En Venta En Llanogrande,6.1158488,-75.4059505,https://apartamento.mercadolibre.com.co/MCO-1271545489-apartamento-en-venta-en-llanogrande-_JM#position=31&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,500000000,12/04/2023,False,0,0,0,01/01/2000,0
2216,Oportunidad Casa Campestre Diseño Moderno Parcelacion Llanogrande,6.1482948,-75.4202206,https://casa.mercadolibre.com.co/MCO-1233652066-oportunidad-casa-campestre-diseno-moderno-parcelacion-llanogrande-_JM#position=24&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,2200000000,12/04/2023,False,0,0,0,01/01/2000,0
32000,"Venta Lote De Terreno, Mixto,  En Rionegro Sobre La Vía, Independiente",6.2068306,-75.4396712,https://lote-casalote.mercadolibre.com.co/MCO-1085642716-venta-lote-de-terreno-mixto-en-rionegro-sobre-la-via-independiente-_JM#position=35&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,5120000000,12/04/2023,False,0,0,0,01/01/2000,0
2500,Lote Parcelacion Llanogrande Sector Cabeceras,6.1490188,-75.3789523,https://lote-casalote.mercadolibre.com.co/MCO-1238071434-lote-parcelacion-llanogrande-sector-cabeceras-_JM#position=27&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1050000000,12/04/2023,False,0,0,0,01/01/2000,0
2500,"Venta Finca En Rionegro, San Antonio De Pereira, Vereda Santamaría",6.128494,-75.3805667,https://inmueble.mercadolibre.com.co/MCO-1299171982-venta-finca-en-rionegro-san-antonio-de-pereira-vereda-santamaria-_JM#position=26&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1500000000,12/04/2023,False,0,0,0,01/01/2000,0
1700,"Venta De Casa Moderna En Llanogrande, Rionegro",6.1153394,-75.4169918,https://casa.mercadolibre.com.co/MCO-979590152-venta-de-casa-moderna-en-llanogrande-rionegro-_JM#position=23&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,3600000000,12/04/2023,False,0,0,0,01/01/2000,0
6666,"Venta Lote De Terreno En El Tablazo, Rionegro Antioquia",6.1482948,-75.4202206,https://lote-casalote.mercadolibre.com.co/MCO-1156822821-venta-lote-de-terreno-en-el-tablazo-rionegro-antioquia-_JM#position=34&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1300000000,12/04/2023,False,0,0,0,01/01/2000,0
6750,"Venta  Finca En Rionegro, Sector Mampuesto. Independiente",6.2128503,-75.4080775,https://inmueble.mercadolibre.com.co/MCO-1086387617-venta-finca-en-rionegro-sector-mampuesto-independiente-_JM#position=19&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,3500000000,12/04/2023,False,0,0,0,01/01/2000,0
1550,"Venta O Arriendo Casa Campestre En Llanogrande Rionegro, 1 Nivel",6.1490188,-75.3789523,https://casa.mercadolibre.com.co/MCO-1086451636-venta-o-arriendo-casa-campestre-en-llanogrande-rionegro-1-nivel-_JM#position=22&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,2650000000,12/04/2023,False,0,0,0,01/01/2000,0
54.49,"Apartamento En Obra Gris Para Estrenar, El Porvenir - Rionegro",6.1518399,-75.3902918,https://apartamento.mercadolibre.com.co/MCO-1178973756-apartamento-en-obra-gris-para-estrenar-el-porvenir-rionegro-_JM#position=17&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,220000000,12/04/2023,False,0,0,0,01/01/2000,0
90,"Venta Apartamento En  Rionegro Llanogrande,  Airbnb Disponible",6.1490188,-75.3789523,https://apartamento.mercadolibre.com.co/MCO-1202937224-venta-apartamento-en-rionegro-llanogrande-airbnb-disponible-_JM#position=18&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,800000000,12/04/2023,False,0,0,0,01/01/2000,0
5101,"Moderna Casa Campestre En Venta, Sector El Tablazo Rionegro",6.1404908,-75.4456902,https://casa.mercadolibre.com.co/MCO-1265716891-moderna-casa-campestre-en-venta-sector-el-tablazo-rionegro-_JM#position=14&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,5286000000,12/04/2023,False,0,0,0,01/01/2000,0
2043,"Venta De Casa Campestre En Rionegro, Llanogrande",6.1490188,-75.3789523,https://casa.mercadolibre.com.co/MCO-894327717-venta-de-casa-campestre-en-rionegro-llanogrande-_JM#position=15&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,4270000000,12/04/2023,False,0,0,0,01/01/2000,0
60,Hermosa Casa En Venta Rionegro,6.1490188,-75.3789523,https://casa.mercadolibre.com.co/MCO-924533603-hermosa-casa-en-venta-rionegro-_JM#position=8&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,210000000,12/04/2023,False,0,0,0,01/01/2000,0
6000,Vendo Extraordinario Lote En Llanogrande,6.1153394,-75.4169918,https://lote-casalote.mercadolibre.com.co/MCO-1236720424-vendo-extraordinario-lote-en-llanogrande-_JM#position=20&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1800000000,12/04/2023,False,0,0,0,01/01/2000,0
162,"Venta Casa En Rionegro Llanogrande, Vía San Antonio , En Unidad",6.1146554,-75.4038926,https://casa.mercadolibre.com.co/MCO-1029209595-venta-casa-en-rionegro-llanogrande-via-san-antonio-en-unidad-_JM#position=9&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,790000000,12/04/2023,False,0,0,0,01/01/2000,0
183,Duplex Con Acabados Modernos De Lujo Especial Ubicacion,6.1321276,-75.3962839,https://casa.mercadolibre.com.co/MCO-1281408747-duplex-con-acabados-modernos-de-lujo-especial-ubicacion-_JM#position=5&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,950000000,12/04/2023,False,0,0,0,01/01/2000,0
56,Apartamento En Venta En Rionegro Hospital,6.163,-75.37416,https://apartamento.mercadolibre.com.co/MCO-899653638-apartamento-en-venta-en-rionegro-hospital-_JM#position=12&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,289000000,12/04/2023,False,0,0,0,01/01/2000,0
6400,"Venta Finca En Llanogrande, Cerca Al Mall Complex, Independiente",6.1370485,-75.3880693,https://inmueble.mercadolibre.com.co/MCO-1029222275-venta-finca-en-llanogrande-cerca-al-mall-complex-independiente-_JM#position=13&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,2700000000,12/04/2023,False,0,0,0,01/01/2000,0
2000,"Venta Finca En Llanogrande Rionegro, Cerca Al Complex",6.1249037,-75.4222046,https://inmueble.mercadolibre.com.co/MCO-1029196591-venta-finca-en-llanogrande-rionegro-cerca-al-complex-_JM#position=10&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,1500000000,12/04/2023,False,0,0,0,01/01/2000,0
2025,Casa En Venta En Llanogrande,6.1490188,-75.3789523,https://casa.mercadolibre.com.co/MCO-1198443243-casa-en-venta-en-llanogrande-_JM#position=11&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,5000000000,12/04/2023,False,0,0,0,01/01/2000,0
34,Apartamento Loft Con Servicios Hoteleros En Llanogrande Especial Para Airbnb,6.1184758,-75.4324867,https://apartamento.mercadolibre.com.co/MCO-1426109998-apartamento-loft-con-servicios-hoteleros-en-llanogrande-especial-para-airbnb-_JM#position=2&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,10000000,12/04/2023,False,0,0,0,01/01/2000,0
2000,Hermosa Casa En El Retiro,6.060955,-75.502582,https://casa.mercadolibre.com.co/MCO-1273496041-hermosa-casa-en-el-retiro-_JM#position=47&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,1750000000,12/04/2023,False,0,0,0,01/01/2000,0
183,Duplex Con Acabados Modernos De Lujo Especial Ubicacion Llanogrande,6.1321276,-75.3962839,https://casa.mercadolibre.com.co/MCO-1435303336-duplex-con-acabados-modernos-de-lujo-especial-ubicacion-llanogrande-_JM#position=6&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,950000000,12/04/2023,False,0,0,0,01/01/2000,0
8626,Casa Campestre En Venta Rionegro Sector Llanogrande. Parcelacion,6.128522,-75.4136753,https://casa.mercadolibre.com.co/MCO-1431287136-casa-campestre-en-venta-rionegro-sector-llanogrande-parcelacion-_JM#position=1&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,3200000000,12/04/2023,False,0,0,0,01/01/2000,0
63,Apartamento 3ro Piso Con Parqueadero A3 Cuadras Del Parque De Ríonegro,6.1563416,-75.374761,https://apartamento.mercadolibre.com.co/MCO-1282455579-apartamento-3ro-piso-con-parqueadero-a3-cuadras-del-parque-de-rionegro-_JM#position=3&search_layout=grid&type=item&tracking_id=a7b2afa8-3a93-4b79-b060-02de560532e0,215000000,12/04/2023,False,0,0,0,01/01/2000,0
58.33,"Apartamento En Venta, Corredor De La Fe, El Retiro - Antioquia",6.060955,-75.502582,https://apartamento.mercadolibre.com.co/MCO-1190240175-apartamento-en-venta-corredor-de-la-fe-el-retiro-antioquia-_JM#position=43&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,400000000,12/04/2023,False,0,0,0,01/01/2000,0
6000,Venta De Casa Campestre Sector Fizebad - La Maria En El Retiro,6.060955,-75.502582,https://casa.mercadolibre.com.co/MCO-1351503774-venta-de-casa-campestre-sector-fizebad-la-maria-en-el-retiro-_JM#position=40&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,2600000000,12/04/2023,False,0,0,0,01/01/2000,0
6000,"Venta De Casa Campestre En El Retiro, Vía Carabanchel, La María",6.0897209,-75.4991301,https://inmueble.mercadolibre.com.co/MCO-1371771794-venta-de-casa-campestre-en-el-retiro-via-carabanchel-la-maria-_JM#position=46&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,2600000000,12/04/2023,False,0,0,0,01/01/2000,0
332,La Casa Mas Hermosa Del Retiro,6.060955,-75.502582,https://casa.mercadolibre.com.co/MCO-1330733446-la-casa-mas-hermosa-del-retiro-_JM#position=42&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,2800000000,12/04/2023,False,0,0,0,01/01/2000,0
5500,"Venta Lote Sector Don Diego, El Retiro",6.0936896,-75.4723411,https://lote-casalote.mercadolibre.com.co/MCO-861972428-venta-lote-sector-don-diego-el-retiro-_JM#position=39&search_layout=grid&type=item&tracking_id=f836cb92-4560-4462-8284-8cedaef77775,860000000,12/04/2023,False,0,0,0,01/01/2000,0
